Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
828,orig_lobbyregister_2022-04-29_#R004383,lobbyregister_lobbyist,lobbyregister,2022-04-29,R004383,2022-04-29,,W. NEUDORFF GMBH KG,W. NEUDORFF GMBH KG,norm_lobbyregister_eintrag_2022-09-19_#0024242,Kommanditgesellschaft (KG),Unternehmen,1.0,10000.0,10/20,09/21,1,10,Martina Utenwiehe,,,,"Industrieverband Agrar e.V.,Verband der chemischen Industrie e.V.,Industrieverband Garten e.V.,AmCham e.V.,VLI - Verbindungsstelle Landwirtschaft Industrie e.V.,B.A.U.M. e.V.,IBMA Deutschland e.V.,DLG Deutsche Landwirtschafts Gesellschaft e.V.",8.0,,
829,orig_lobbyregister_2022-05-24_#R004382,lobbyregister_lobbyist,lobbyregister,2022-05-24,R004382,2022-04-29,,BeiGene Germany GmbH,BeiGene Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002692,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0.0,0.0,01/21,12/21,1,10,"Kevin Rieger,Michael Lorenz",,,,"Verband Forschender Arzneimittelhersteller e.V.,Frewillige Selbstkontrolle für die Arzneimittelindustrie e.V.",2.0,,
830,orig_lobbyregister_2022-08-12_#R004381,lobbyregister_lobbyist,lobbyregister,2022-08-12,R004381,2022-04-29,,Bundesverband freier Kfz-Händler e. V.,Bundesverband freier Kfz-Händler e. V.,norm_lobbyregister_eintrag_2022-09-19_#0004761,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,90001.0,100000.0,01/21,12/21,1,10,"Stefan Obert,Matthias Giebler,Christian Schmidt",,814.0,2022-03-31,"Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main e. V.,Der Mittelstand, BVMW e. V.,DEUVET - Bundesverband Oldtimer - Youngtimer e. V.",4.0,,
831,orig_lobbyregister_2022-06-30_#R004380,lobbyregister_lobbyist,lobbyregister,2022-06-30,R004380,2022-04-29,2022-06-30,Regionalbauerverband Mittel- und Westsachsen e. V.,Regionalbauerverband Mittel- und Westsachsen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0019369,Eingetragener Verein (e. V.),Berufsverband,,,,,1,10,Peter Köhler,,928.0,2022-04-06,Sächsischer Landesbauernverband e. V.,1.0,,
832,orig_lobbyregister_2022-04-29_#R004379,lobbyregister_lobbyist,lobbyregister,2022-04-29,R004379,2022-04-29,,Bildungsgenossenschaft Südniedersachsen eG,Bildungsgenossenschaft Südniedersachsen eG,norm_lobbyregister_eintrag_2022-09-19_#0003024,Eingetragene Genossenschaft (eG),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1390001.0,1400000.0,01/20,12/20,1,10,"Mareike Vette,Holger Martens,Tobias Schläger,Michaela Czulak",,43.0,2022-04-01,Fair-Bio-Genossenschaft eG,1.0,,
833,orig_lobbyregister_2022-07-12_#R004378,lobbyregister_lobbyist,lobbyregister,2022-07-12,R004378,2022-04-29,,Bundesverband Deutscher Stiftungen e.V.,Bundesverband Deutscher Stiftungen e.V.,norm_a_watch_organisation_2022-09-19_#0004640,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",60001.0,70000.0,01/21,12/21,1,10,"Gritje Hartmann,Margit Klar,Katrin Rupprecht,Michael Jung",,4700.0,2022-07-12,"Philea (Philantrophy Europe Association),WING (Worldwide Initiative for Grantmaker Support),BfG (Bündnis für Gemeinnützigkeit),ITZ Initiative Transparente Zivilgesellschaft,BBE Bundesnetzwerk Bürgerschaftliches Engagement,Deutscher Paritätischer Wohlfahrtsverband Gesamtverband e.V.,Deutscher Kunstrat e.V.,Kulturpolitische Gesellschaft e.V.,Stifterverband für die Deutsche Wissenschaft e.V.,Netzwerk Stiftungen und Bildung,DGVM Deutsche Gesellschaft für Verbandsmanagement e.V.,BKG Bayrische Krankenhausgesellschaft e.V.",12.0,,
834,orig_lobbyregister_2022-04-29_#R004377,lobbyregister_lobbyist,lobbyregister,2022-04-29,R004377,2022-04-29,,Börse Stuttgart Digital Exchange GmbH,Börse Stuttgart Digital Exchange GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003339,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,10001.0,20000.0,01/21,12/21,0,0,,,,,Blockchain Bundesverband e.V.,1.0,,
835,orig_lobbyregister_2022-04-28_#R004376,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004376,2022-04-28,,Verein zur Förderung des bedingungslosen Grundeinkommens.e.V.,Verein zur Förderung des bedingungslosen Grundeinkommens.e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023818,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,0,0,,,8.0,2022-03-15,,,,
836,orig_lobbyregister_2022-04-28_#R004375,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004375,2022-04-28,,Wirtschaft im Wettbewerb Verein für Lauterkeit in Handel und Industrie e.V.,Wirtschaft im Wettbewerb Verein für Lauterkeit in Handel und Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0024596,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,1,10,,,474.0,2021-12-31,Bundesverband der Unternehmensjuristen e.V,1.0,,
837,orig_lobbyregister_2022-04-28_#R004374,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004374,2022-04-28,,AG Verleih - Verband unabhängiger Filmverleiher,AG Verleih - Verband unabhängiger Filmverleiher,norm_lobbyregister_eintrag_2022-09-19_#0000530,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/20,12/20,0,0,,,40.0,2022-04-18,Spitzenorgansisation der Filmwirtschaft,1.0,Piffl Medien,1.0
838,orig_lobbyregister_2022-04-28_#R004373,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004373,2022-04-28,,Bundesverband Liberaler Hochschulgruppen,Bundesverband Liberaler Hochschulgruppen,norm_lobbyregister_eintrag_2022-09-19_#0004882,Nicht rechtsfähiger Verein,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,1,10,,,,,European Liberal Youth (LYMEC),1.0,,
839,orig_lobbyregister_2022-05-12_#R004372,lobbyregister_lobbyist,lobbyregister,2022-05-12,R004372,2022-04-28,,"Verband der Europäischen Bettfedern- und Bettwarenindustrie e.V. (European Down and Feather Association, EDFA)","Verband der Europäischen Bettfedern- und Bettwarenindustrie e.V. (European Down and Feather Association, EDFA)",norm_lobbyregister_eintrag_2022-09-19_#0022949,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,10001.0,20000.0,01/21,12/21,1,10,,,53.0,2022-04-01,"Mitglied im Verein zur Förderung der Wettbewerbswirtschaft e.V,Downpass e.V.,Traumpass e.V.",3.0,,
840,orig_lobbyregister_2022-05-19_#R004371,lobbyregister_lobbyist,lobbyregister,2022-05-19,R004371,2022-04-28,,Bündnis DaF/DaZ-Lehrkräfte,Bündnis DaF/DaZ-Lehrkräfte,norm_lobbyregister_eintrag_2022-09-19_#0005289,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit",,0.0,0.0,01/21,12/21,1,10,,,,,Zusammenschluss als Selbstständige im Verband der BAGSV,1.0,,
841,orig_lobbyregister_2022-04-28_#R004370,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004370,2022-04-28,,Verband der Nahrungsmittelindustrie für die Pfalz e. V.,Verband der Nahrungsmittelindustrie für die Pfalz e. V.,norm_lobbyregister_eintrag_2022-09-19_#0023048,Eingetragener Verein (e. V.),Arbeitgeberverband,,,,,1,10,Gerd Wollersheim,,5.0,2022-02-22,Industrieverbände Neustadt an der Weinstraße e. V. / BDSI Bundesverband der Deutschen Süßwarenindustrie e.V.,1.0,,
842,orig_lobbyregister_2022-04-28_#R004369,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004369,2022-04-28,,"Verband der Papier, Pappe und Kunststoff verarbeitenden Industrie Rheinland-Pfalz und Saarland e. V.","Verband der Papier, Pappe und Kunststoff verarbeitenden Industrie Rheinland-Pfalz und Saarland e. V.",norm_lobbyregister_eintrag_2022-09-19_#0023054,Eingetragener Verein (e. V.),Arbeitgeberverband,,,,,1,10,Gerd Wollersheim,,17.0,2022-02-22,Hauptverband Papier- und Kunststoffverarbeitung (HPV) e. V. / Industrieverbände Neustadt an der Weinstraße e. V. / Landesvereinigung Unternehmerverbände Rheinland-Pfalz e. V. (LVU),1.0,,
843,orig_lobbyregister_2022-04-28_#R004368,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004368,2022-04-28,,DHV-Die Berufsgewerkschaft e.V.,DHV-Die Berufsgewerkschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008380,Eingetragener Verein (e. V.),Arbeitnehmerverband,1.0,10000.0,01/20,12/20,1,10,,,68949.0,2020-12-31,"Christlicher Gewerkschaftsbund Deutschlands (CGB),GVG Gesellschaft für Versicherungswissenschaft und -gestaltung e.V.",2.0,,
844,orig_lobbyregister_2022-04-28_#R004367,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004367,2022-04-28,,Selbstregulierung Informationswirtschaft e.V.,Selbstregulierung Informationswirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0020072,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",100001.0,110000.0,01/20,12/20,1,10,"Frank Ingenrieth,Karoline Claaßen",,13.0,2022-03-21,,,,
845,orig_lobbyregister_2022-06-27_#R004366,lobbyregister_lobbyist,lobbyregister,2022-06-27,R004366,2022-04-28,,Trianel Gasspeicher Epe GmbH & Co. KG,Trianel Gasspeicher Epe GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021929,Sonstige Personengesellschaft,Unternehmen,0.0,0.0,01/21,12/21,1,10,,,17.0,2022-04-28,INES e.V.,1.0,,
846,orig_lobbyregister_2022-04-28_#R004365,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004365,2022-04-28,,Uwe Glomb,Uwe Glomb,norm_lobbyregister_eintrag_2022-09-19_#0022470,,Wirtschaftsverband oder Gewerbeverband/-verein,90001.0,100000.0,01/21,12/21,0,0,,,,,,,,
847,orig_lobbyregister_2022-04-29_#R004364,lobbyregister_lobbyist,lobbyregister,2022-04-29,R004364,2022-04-28,,Primagas Energie GmbH,Primagas Energie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018965,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,50001.0,60000.0,01/20,12/20,1,10,Stefan Schmidt,,,,"Deutscher Verband Flüssiggas (DVFG),Deutscher Verband Gas und Wasser (DVGW),Bundesverband der Energie und Wasserwirtschaft (BDEW)",3.0,,
848,orig_lobbyregister_2022-07-28_#R004363,lobbyregister_lobbyist,lobbyregister,2022-07-28,R004363,2022-04-28,2022-07-28,Berufsverband Deutscher Humangenetiker e.V. (BVDH),Berufsverband Deutscher Humangenetiker e.V. (BVDH),norm_lobbyregister_eintrag_2022-09-19_#0002878,Eingetragener Verein (e. V.),Berufsverband,1.0,10000.0,01/21,12/21,1,10,"Myriam Lestang,Marissa  Schindler",,386.0,2022-01-03,"SpiFa e.V.,GfH",2.0,,
849,orig_lobbyregister_2022-04-28_#R004362,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004362,2022-04-28,,Berufsverband der Deutschen Dermatologen e.V.,Berufsverband der Deutschen Dermatologen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002860,Eingetragener Verein (e. V.),Berufsverband,170001.0,180000.0,01/20,12/20,11,20,,,3658.0,2021-12-31,"European Association of Dermatology and Venerology (EADV),Spitzenverband Fachärzte Deutschlands e.V. (SPIFA),European Union of Medical Specialists (UEMS-EBDV),UV-Schutz-Bündnis c/o Bundesamt für Strahlenschutz,Runder Tisch Allergologie c/o KÖNIGLICH DÄNISCHES GENERALKONSULAT,Bundesverband Managed Care e.V. (BMC),Spitzenfrauen Gesundheit e.V.,Deutsche Gesellschaft für Verbandsmanagement e.V. (DGVM)",8.0,,
850,orig_lobbyregister_2022-04-28_#R004361,lobbyregister_lobbyist,lobbyregister,2022-04-28,R004361,2022-04-28,,United Company Rusal,United Company Rusal,norm_lobbyregister_eintrag_2022-09-19_#0022219,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,140001.0,150000.0,01/21,12/21,1,10,,,,,"Russian Aluminium Association,Aluminium Stewardship Initiative,Business Leadership Criteria on Carbon Pricing,B20,Carbon Disclosure Project,Carbon Pricing Coalition,International Aluminium Institute,The Federation of Aluminium Consumers in Europe (FACE),The United Nations Global Compact,Russia Climate Partnership",10.0,,
851,orig_lobbyregister_2022-04-27_#R004360,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004360,2022-04-27,,W. L. Gore & Associates GmbH,W. L. Gore & Associates GmbH,norm_lobbyregister_eintrag_2022-09-19_#0024241,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,"Thomas Meyer,Hans Polster,Juergen Kammerer",,,,"Deutsche Gesellschaft für Wehrtechnik e. V. (DWT),Förderkreis Deutsches Heer e.V. (FKH)",2.0,,
852,orig_lobbyregister_2022-04-27_#R004359,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004359,2022-04-27,,Bundesverband Caritas Behindertenhilfe und Psychiatrie (CBP),Bundesverband Caritas Behindertenhilfe und Psychiatrie (CBP),norm_lobbyregister_eintrag_2022-09-19_#0004236,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,1,10,"Tatjana Sorge,Thomas Schneider",,998.0,2021-09-30,"Deutscher Verein für öffentliche Fürsorge,Deutsche Vereinigung für Rehabilitation (DVfR),Aktionsbündnis Teilhabeforschung,Deutsches Institut für Menschenrechte,Institut Mensch Ethik Wissenschaft (IMEW)",5.0,,
853,orig_lobbyregister_2022-04-27_#R004358,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004358,2022-04-27,,"Twincore, Zentrum für Experimentelle und Klinische Infektionsforschung GmbH","Twincore, Zentrum für Experimentelle und Klinische Infektionsforschung GmbH",norm_lobbyregister_eintrag_2022-09-19_#0021998,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",,,,,1,10,,,,,"Deutsches Zentrum für Infektionsforschung e.V.,Translationsallianz in Niedersachsen (TRAIN)",2.0,,
854,orig_lobbyregister_2022-04-27_#R004357,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004357,2022-04-27,,Konzeptwerk Neue Ökonomie e.V.,Konzeptwerk Neue Ökonomie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0015769,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,0,0,,,18.0,2022-04-24,"Allianz ""Rechtssicherheit für politische Willensbildung"",Entwicklungspolitischen Netzwerk Sachsen",2.0,,
855,orig_lobbyregister_2022-04-27_#R004356,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004356,2022-04-27,,Einstein Stiftung Berlin,Einstein Stiftung Berlin,norm_lobbyregister_eintrag_2022-09-19_#0009261,Rechtsfähige Stiftung bürgerlichen Rechts,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,1,10,,,,,"BVMW - Bundesverband mittelständische Wirtschaft,Stifterverband für die Deutsche Wissenschaft,Berliner Stiftungsrunde,Science Media Centre",4.0,,
856,orig_lobbyregister_2022-06-14_#R004355,lobbyregister_lobbyist,lobbyregister,2022-06-14,R004355,2022-04-27,,Deutsche Arbeitsgemeinschaft Endlagerforschung,Deutsche Arbeitsgemeinschaft Endlagerforschung,norm_lobbyregister_eintrag_2022-09-19_#0006627,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0.0,0.0,01/21,12/21,0,0,,,15.0,2022-04-09,,,,
857,orig_lobbyregister_2022-04-27_#R004354,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004354,2022-04-27,,IngenieurNetzwerk Energie eG,IngenieurNetzwerk Energie eG,norm_lobbyregister_eintrag_2022-09-19_#0014026,Eingetragene Genossenschaft (eG),,1.0,10000.0,01/21,12/21,1,10,,,52.0,2022-04-01,Netzwerk FL(EX)PERTEN,1.0,FL(EX)PERTEN (meta-i.d. Ökologische Innovation GmbH),1.0
858,orig_lobbyregister_2022-04-27_#R004353,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004353,2022-04-27,,Vamos e.V.,Vamos e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022488,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,1,10,"Maike Grabowski,Tore Süßenguth",,17.0,2022-02-28,"Eine-Welt-Netz NRW,BUKO Bundeskoordination Internationalismus,Bündnis für öko-soziale Beschaffung in NRW,CorA Netzwerk für Unternehmensverantwortung,Eine Welt Forum Das Münsteraner Netzwerk für Entwicklungszusammenarbeit",5.0,,
859,orig_lobbyregister_2022-04-27_#R004352,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004352,2022-04-27,,Julia Weinheimer,Julia Weinheimer,norm_lobbyregister_eintrag_2022-09-19_#0015028,,Privatperson,,,,,1,10,,,,,,,,
860,orig_lobbyregister_2022-04-27_#R004351,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004351,2022-04-27,,Swiss Steel Holding AG,Swiss Steel Holding AG,norm_lobbyregister_eintrag_2022-09-19_#0021431,Aktiengesellschaft (AG),Unternehmen,,,,,91,100,,,,,Wirtschaftsvereinigung Stahl,1.0,Swiss Steel Holding AG,1.0
861,orig_lobbyregister_2022-04-27_#R004350,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004350,2022-04-27,,Jochen Wermuth,Jochen Wermuth,norm_lobbyregister_eintrag_2022-09-19_#0014960,,Unternehmen,,,,,1,10,,,,,,,,
862,orig_lobbyregister_2022-08-09_#R004349,lobbyregister_lobbyist,lobbyregister,2022-08-09,R004349,2022-04-27,,Tearfund Deutschland e.V.,Tearfund Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021506,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,,,7.0,2021-12-01,"VENRO,DZI,Initiative Transparente Zivilfgesellschaft",3.0,,
863,orig_lobbyregister_2022-04-27_#R004348,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004348,2022-04-27,,Bundesarbeitsgemeinschaft Deutscher Kommunalversicherer - BADK -,Bundesarbeitsgemeinschaft Deutscher Kommunalversicherer - BADK -,norm_lobbyregister_eintrag_2022-09-19_#0003712,Gesellschaft des bürgerlichen Rechts (GbR; BGB-Gesellschaft),Wirtschaftsverband oder Gewerbeverband/-verein,270001.0,280000.0,01/20,12/20,1,10,"Marie-Louise Bovenkerk,Walter Brensing",,13.0,2022-02-08,"Deutsche Gesellschaft für das Badewesen e.V.,forum vergabe e.V.,Deutsches Institut für Normung e.V. (DIN)",3.0,,
864,orig_lobbyregister_2022-04-27_#R004347,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004347,2022-04-27,,Verband Deutscher Schiffsausrüster e.V.,Verband Deutscher Schiffsausrüster e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023234,Eingetragener Verein (e. V.),Berufsverband,,,,,1,10,,,105.0,2022-03-24,"OCEAN, ISSA",2.0,,
865,orig_lobbyregister_2022-04-27_#R004346,lobbyregister_lobbyist,lobbyregister,2022-04-27,R004346,2022-04-27,,Clean Air Task Force (CATF),Clean Air Task Force (CATF),norm_lobbyregister_eintrag_2022-09-19_#0005921,"Sonstige juristische Person, auch nach anderem als deutschem Recht","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",90001.0,100000.0,01/21,12/21,1,10,"Lee Beck,Magnolia Tovar Chacon,Olivia Azadegan,Éadbhard Pernot",,,,,,,
866,orig_lobbyregister_2022-04-26_#R004345,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004345,2022-04-26,,Zentralverband der Deutschen Naturwerkstein-Wirtschaft (ZDNW),Zentralverband der Deutschen Naturwerkstein-Wirtschaft (ZDNW),norm_lobbyregister_eintrag_2022-09-19_#0025148,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,0.0,0.0,01/21,12/21,0,0,,,3.0,2022-04-14,,,,
867,orig_lobbyregister_2022-04-26_#R004344,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004344,2022-04-26,,HVG Hopfenverwertungsgenossenschaft e.G.,HVG Hopfenverwertungsgenossenschaft e.G.,norm_lobbyregister_eintrag_2022-09-19_#0013533,Eingetragene Genossenschaft (eG),Unternehmen,1.0,10000.0,07/20,06/21,31,40,Johannes Stampfl,,1423.0,2021-06-30,Genossenschaftsverband Bayern e.V.,1.0,,
868,orig_lobbyregister_2022-04-26_#R004343,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004343,2022-04-26,,iddiw - Institut der Deutschen Immobilienwirtschaft e.V.,iddiw - Institut der Deutschen Immobilienwirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0013639,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,1,10,"Christian Benzing,Markus Heber",,21.0,2022-02-28,,,,
869,orig_lobbyregister_2022-04-26_#R004342,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004342,2022-04-26,,BASF Lampertheim GmbH,BASF Lampertheim GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002270,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,,,,
870,orig_lobbyregister_2022-04-26_#R004341,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004341,2022-04-26,,WIMCOM GmbH,WIMCOM GmbH,norm_lobbyregister_eintrag_2022-09-19_#0024541,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",,,,,11,20,,,,,"Deutsche Gesellschaft für Wehrtechnik e. V.,Förderkreis Deutsches Heer e.V.,Bundesverband Mittelständischer Wirtschaft",3.0,,
871,orig_lobbyregister_2022-07-14_#R004340,lobbyregister_lobbyist,lobbyregister,2022-07-14,R004340,2022-04-26,2022-07-14,Trierer Hafengesellschaft mbH,Trierer Hafengesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0021936,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,"Bundesverband öffentlicher Binnenhäfen,IHK Trier,Bundesvereinigung Logistik (BVL),Bundesverband Mittelständischer Wirtschaft (BVMW),Vereinigung Trierer Unternehmer (VTU)",5.0,,
872,orig_lobbyregister_2022-04-26_#R004339,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004339,2022-04-26,,Gerald Süchting,Gerald Süchting,norm_lobbyregister_eintrag_2022-09-19_#0012122,,Wirtschaftsverband oder Gewerbeverband/-verein,30001.0,40000.0,01/21,12/21,1,10,,,,,,,,
873,orig_lobbyregister_2022-04-26_#R004338,lobbyregister_lobbyist,lobbyregister,2022-04-26,R004338,2022-04-26,,Bundesverband Das frühgeborene Kind e.V.,Bundesverband Das frühgeborene Kind e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004246,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/21,12/21,1,10,Katarina  Eglin,,438.0,2021-12-31,"BAG Selbsthilfe e.V.,Kindernetzwerk e.V.",2.0,,
874,orig_lobbyregister_2022-05-02_#R004337,lobbyregister_lobbyist,lobbyregister,2022-05-02,R004337,2022-04-26,,Kraftblock GmbH,Kraftblock GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015818,Gesellschaft mit beschränkter Haftung (GmbH),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,11,20,Susanne König,,,,"Bundesverband Energiespeicher Systeme e.V. (BVES),Deutsche Energie-Agentur GmbH (dena) Tech for Net Zero Allianz",2.0,,
