graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-13,R002317,2022-02-28,,CNC - Communications & Network Consulting AG,CNC - Communications & Network Consulting AG,,Aktiengesellschaft (AG),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",220001,230000,01/20,12/20,11,20,"Torben Gosau,Angelika  El-Noshokaty,Franz Solms-Laubach,Maximilian von Fritsch,Sarah Böing,Anselm von Stülpnagel,Maximilian Fett,Jonathan Schmidt-Troschke,Julius Lang,Nik Winkler,Zeno Bach,Lukas Burchhardt,Lorraine Kuschel,Inga Frenser",,,,"Deutsche Gesellschaft für Auswärtige Politik e. V.,Deutsch-Britische Gesellschaft e. V.,Gesellschaft zum Studium strukturpolitischer Fragen e. V.,Ost-Ausschuss der Deutschen Wirtschaft e. V.,Deutsch-Französischer Wirtschaftskreis e. V.,Charta der Vielfalt e. V.",,"Thermo Fisher Scientific Germany BV & Co. KG,Thyssengas GmbH,Generali Deutschland AG,Familienbetriebe Land und Forst e.V.,PYREG GmbH,NIO GmbH,Vitol SA",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002316,2022-02-28,,KALORIMETA GmbH,KALORIMETA GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001,40000,09/20,08/21,1,10,,,,,"Arbeitsgemeinschaft Heiz- und Wasserkostenverteilung e.V.,ZIA Zentraler Immobilien Ausschuss e.V.,GdW Bundesverband deutscher Wohnungs- und Immobilienunternehmen e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002315,2022-02-28,,Bundesvereinigung der Helfer und Förderer des Technischen Hilfswerks - THW-Bundesvereinigung e.V.,Bundesvereinigung der Helfer und Förderer des Technischen Hilfswerks - THW-Bundesvereinigung e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1150001,1160000,01/21,12/21,1,10,,,15,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002314,2022-02-28,,Verbändebündnis Wohneigentum,Verbändebündnis Wohneigentum,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",10001,20000,01/21,12/21,1,10,"Carolin Hegenbarth,Ronald Rast,Michael Hölker,Corinna Merzyn",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-16,R002313,2022-02-28,2022-09-16,Vereinigung Sportsponsoring-Anbieter e.V.,Vereinigung Sportsponsoring-Anbieter e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,40001,50000,01/21,12/21,1,10,Jan-Ole Villwock,,13,2022-07-01,Zentralverband der deutschen Werbewirtschaft ZAW e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002312,2022-02-28,,GHD GesundHeits GmbH Deutschland,GHD GesundHeits GmbH Deutschland,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,120001,130000,01/20,12/20,1,10,Katrin Kollex,,,,Bundesverband Medizintechnologie e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-01,R002311,2022-02-28,,Blumberry,Blumberry,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",10001,20000,01/21,12/21,1,10,"Volker Tauer,Dirk Horstkötter",,,,,,IDEG Informationsgemeinschaft Deutsches Geflügel GmbH,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002310,2022-02-28,,Medtronic GmbH,Medtronic GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,480001,490000,05/20,04/21,11,20,Pia Maier,,,,"Bundesverband Medizintechnologie e.V. (BVMed),American Chamber of Commerce in Germany e.V,Bundesverband Managed Care e.V. (BMC),Deutsche Gesellschaft für Integrierte Versorgung im Gesundheitswesen e.V.,Wirtschaftsrat der CDU e.V.,Industrie-Förderung Gesellschaft mbH (IGF) als Träger: BDI Initiative Gesundheit digital",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-07,R002309,2022-02-28,,E.ON SE,E.ON SE,,Europäische Aktiengesellschaft (SE),Unternehmen,3040001,3050000,01/21,12/21,11,20,"Lars Rosumek,Susanne Rompel,René Mono,Guido Obschernikat,Helena Teschner,Christian Schneider,Jennifer Koss,Martin  Hermann,Mario Pohlmann,Benedikt  Scheel",,,,"Bitkom e.V.,Bundesverband der Energie und Wasserwirtschaft (BDEW) e.V.,Adlerkreis,BUJ Bundesverband Unternehmensjuristen e.V.,Bundesverband der Personalmanager (BPM) e.V.,Cyber-Sicherheitsrat Deutschland (CSRD) e.V.,Deutsches Aktieninstitut (DAI) e.V.,Deutsche Gesellschaft für Personalführung (DGFP) e.V.,DICO - Deutsches Institut für Compliance e.V.,Deutscher Wasserstoff- und Brennstoffzellen-Verband (DWV) e.V.,econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft e. V.,Gesellschaft für Datenschutz und Datensicherheit (GDD) e.V.,Institut für Digitalisierung im Steuerrecht (IDSt) e.V.,Stiftung Marktwirtschaft,Weltenergierat e.V.,Whistleblower Netzwerk e.V.,Wirtschaftsforum der SPD e.V.,Wirtschaftsrat der CDU e.V.,Charta der Vielfalt e.V.",,"LEW Verteilnetz GmbH,Edis Netz GmbH,Syna GmbH,Westenergie AG,Avacon Netz Gmbh,Bayernwerk Netz GmbH,Hanse Gas GmbH,Elbenergie GmbH,VSE Verteilnetz GmbH,envia Mitteldeutsche Energie AG,Schleswig-Holstein Netz AG",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002308,2022-02-28,,Verband der internationalen Autovermieter e. V.,Verband der internationalen Autovermieter e. V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,,,,,0,0,,,8,2022-02-16,Arbeitsgruppe Telematik,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-06,R002307,2022-02-28,,Agora Transport Transformation gGmbH,Agora Transport Transformation gGmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",50001,60000,01/21,12/21,21,30,"Wiebke Zimmer,Wolfgang Aichinger,Janna Aljets,Carl-Friedrich Elmer,Benjamin Fischer,Philipp Kosok,Luis Karcher,Urs Maier,Kerstin Meyer,Maitagorri Schade,Fanny Tausendteufel,Philipp Prein",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002306,2022-02-28,,Airbus DS Airborne Solutions GmbH,Airbus DS Airborne Solutions GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,10001,20000,01/21,12/21,1,10,,,,,"Bundesverband der Deutschen Luft- und Raumfahrtindustrie e. V.,AviaSpace Bremen e.V.,DLR Deutsches Zentrum für Luft- und Raumfahrt e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-01,R002305,2022-02-28,,Deutsche Adipositas-Gesellschaft (DAG),Deutsche Adipositas-Gesellschaft (DAG),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/21,12/21,1,10,Oliver Huizinga,,794,2022-02-01,"World Obesity Federation (WOF),European Association for the Study of Obesity (EASO),Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften (AWMF),Deutsche Allianz Nichtübertragbare Krankheiten (DANK),Deutsche Adipositas Allianz (DAA),Bündnis Ernährungswende anpacken - aber richtig,Deutsche Gesellschaft für Kinder- und Jugendmedizin (DGKJ)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R002304,2022-02-28,2022-06-29,CONCILIUS AG,CONCILIUS AG,,Aktiengesellschaft (AG),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",770001,780000,01/21,12/21,11,20,"Peter Bechstein,Sabrina Beichter,Oscar Miller,Catharina Neumeyer,Maximilian Platzer,Markus Russ",,,,"American Chamber of Commerce in Germany e.V.,de'ge'pol - Deutsche Gesellschaft für Politikberatung e.V.,Deutsche Gesellschaft für Auswärtige Politik e. V.,DEUTSCHE GESELLSCHAFT FÜR WEHRTECHNIK e. V. (DWT),Förderkreis Deutsches Heer e.V.,Forum Luft- und Raumfahrt e.V.,Wirtschaftsforum der SPD e.V.,Wirtschaftsbeirat Bayern - Wirtschaftsbeirat der Union e.V.,Wirtschaftsrat der CDU e. V.",,"Daiichi Sankyo Deutschland GmbH,Sana Kliniken AG ,Accenture GmbH,Argo AI GmbH,heristo ag,Lilly Deutschland GmbH,Uber B.V., FIPRA Deutschland GmbH,Raytheon Company,STEYR ARMS GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-01,R002303,2022-02-28,,OOONO A/S,OOONO A/S,,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,100001,110000,01/21,12/21,1,10,Heiko Otto,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002302,2022-02-28,,MediClin Reha-Zentrum Gernsbach,MediClin Reha-Zentrum Gernsbach,,Kommanditgesellschaft (KG),Unternehmen,,,,,1,10,Marcel Rensch,,,,VPKA,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-05-16,R002301,2022-02-28,,EUROJET Turbo GmbH,EUROJET Turbo GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,01/21,12/21,1,10,Mutalle  Ulucay,,,,"Bundesverband der Deutschen Luft- und Raumfahrtindustrie,Forum Luft- und Raumfahrt e.V.,British Chamber of Commerce in Germany e.V.,Interessengemeinschaft Deutsche Luftwaffe e.V.,Deutsche Gesellschaft für Luft- und Raumfahrt,Förderkreis der Deutschen Gesellschaft für Auswärtige Politik e.V.,bavAIRia e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002300,2022-02-28,,Avis Budget Autovermietung GmbH & Co.KG,Avis Budget Autovermietung GmbH & Co.KG,,Kommanditgesellschaft (KG),Unternehmen,20001,30000,01/21,12/21,1,10,Julian Pierro,,,,"Verband der internationalen Autovermieter e.V.,Unternehmerverband Frankfurt Rhein-Main e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002299,2022-02-28,,Stiftung der deutschen Wirtschaft für die Nutzung und Erforschung der Windenergie auf See (Offshore-Stiftung),Stiftung der deutschen Wirtschaft für die Nutzung und Erforschung der Windenergie auf See (Offshore-Stiftung),,Rechtsfähige Stiftung bürgerlichen Rechts,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",100001,110000,01/21,12/21,1,10,"Andreas  Mummert,Svenja Schneeweiß,Janek Werner",,96,2022-01-20,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-07,R002298,2022-02-28,,netzwerk-m e.V.,netzwerk-m e.V.,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",30001,40000,01/21,12/21,1,10,,,79,2021-03-03,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-29,R002297,2022-02-28,,EnBW Energie Baden-Württemberg AG,EnBW Energie Baden-Württemberg AG,,Aktiengesellschaft (AG),Unternehmen,2210001,2220000,01/21,12/21,51,60,"Andreas Renner,Alfons Schöner,Michael Liesner-Düning,Gundi Klesse,Christopher Engelmann,Jacek Mazurkiewicz,Roland Wolf,Bernard Walter,Timo Sillober,Claus Fest,Jörg Michels",,,,"Bundesverband der Energie- und Wasserwirtschaft (BDEW),Atlantik-Brücke,Bettercoal Initiative,Bitkom - Bundesverband Informationswirtschaft, Telekommunikation und neue Medien,Bundesverband Breitband-Kommunikation (Breko),Bundesverband der Altholzaufbereiter und -verwerter,Bundesverband der deutschen Entsorgungs-, Wasser- und Rohstoffwirtschaft,Bundesverband der Deutschen Sicherheits- und Verteidigungsindustrie,Bundesverband der Energiemarktdienstleister,Bundesverband Energiespeichersysteme,Bundesverband für SmartCity,Bundesverband Neuer Energiewirtschaft,Bundesverband Wärmepumpe,Bundesverband Wärmerecycling,Bundesverband WindEnergie,BWO Bundesverband der Windbetreiber Offshore,Cyber-Sicherheitsrat Deutschland,Deutsche Energie-Agentur,Deutsches Aktieninstitut,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik im DIN und VDE,DVGW Deutscher Verein des Gas- und Wasserfaches,eco - Verband der Internetwirtschaft,Econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft,EFET Deutschland - Verband der Energiehändler,Forum Nachhaltige Holzenergie,German Water Partnership,Interessengemeinschaft der Thermischen Abfallbehandlungsanalgen in Deutschland,Plattform Erneuerbare Energien Baden-Württemberg,Stiftung Klimawirtschaft,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten,Verband der deutschen Verbundwirtschaft,Verein der Kohlenimporteure,Wind Europe,Wirtschaftsrat Deutschland, CDU,Wirtschaftsforum der SPD,World Energy Council Deutsches Nationale Komitee des Weltenergierates,Zukunft Erdgas,Gaskoaltion,Allianz für Sicherheit in der Wirtschaft Baden-Württemberg",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-03,R002296,2022-02-28,,Salzgitter AG (Holding),Salzgitter AG (Holding),,Aktiengesellschaft (AG),Unternehmen,980001,990000,01/21,12/21,21,30,"Alexander Heck,Ulrich Grethe,Sebastian Bross,Volker Schult,Kai Acker,Helge Langheim,Jens Traupe,Alexander Redenius,Peter Juchmann,Ralph Schaper",,,,"Wirtschaftsvereinigung Stahl (WV Stahl),Bauforumstahl,Verband der Industriellen Energie- und Kraftwirtschaft (VIK),Verband Deutscher Maschinen- und Anlagenbauer (VDMA),Forum für Zukunftsenergien,Bundesvereinigung Deutscher Stahlrecycling- und Entsorgungsunternehmen (BDSV),EUROFER,Verband Deutscher Metallhändler (VDM),Verband der Automobilindustrie (VDA),Deutscher Wasserstoff- und Brennstoffzellenverband (DWV),Institut der Niedersächsischen Wirtschaft (INW),Verband Deutscher Verkehrsunternehmen (VDV),Wirtschaftsforum der SPD,Wirtschaftsrat der CDU,Hydrogen Europe",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002295,2022-02-28,,Asklepios Kliniken Hamburg GmbH,Asklepios Kliniken Hamburg GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,570001,580000,01/21,12/21,1,10,Judith Kampf,,,,"Gesundheitswirtschaft Hamburg e. V.,Bundesverband Deutscher Privatkliniken e. V.,Handelskammer Hamburg,Hamburgische Krankenhausgesellschaft e. V.,Verband der Privatkliniken in Schleswig-Holstein e. V.,Verband der Privatkliniken in Hamburg e. V.,Arbeitsrechtliche Vereinigung Hamburg e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-17,R002294,2022-02-28,,Bauernverband Nordharz e.V.,Bauernverband Nordharz e.V.,,Eingetragener Verein (e. V.),Berufsverband,1,10000,01/21,12/21,1,10,Diana Borchert,,118,2021-12-31,Bauernverband Sachsen-Anhalt e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002293,2022-02-28,,ALBA,ALBA,,Kommanditgesellschaft (KG),Unternehmen,150001,160000,01/21,12/21,1,10,,,,,"Bundesverband der Deutschen Entsorgungs-, Wasser- und Rohstoffwirtschaft (BDE) e.V.,Bundesvereinigung Deutscher Stahlrecycling- und Entsorgungsunternehmen (BDSV) e.V.,Verband Deutscher Metallhändler (VDM) e.V.,Interessengemeinschaft der Thermischen Abfallbehandlungsanlagen in Deutschland (ITAD) e.V.,Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung (ASA) e. V.,BDI-Initiative Circular Economy,Wirtschaftsforum der SPD e.V.,Wirtschaftsrat der CDU e.V.,Der Grüne Wirtschaftsdialog e.V.,Entsorgergemeinschaft der Deutschen Entsorgungswirtschaft EdDE e.V.,Bundesverband Sekundärrohstoffe und Entsorgung (BVSE) e.V.,Entsorgergemeinschaft der Deutschen Stahl- und NE-Metall-Recycling-Wirtschaft (ESN) e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-08,R002292,2022-02-28,,Equinor ASA,Equinor ASA,,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,30001,40000,01/21,12/21,1,10,"Nina Scholz,Michael Mollenhauer,Katharina Stecker",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R002291,2022-02-28,,EUTOP Europe GmbH (EUTOP),EUTOP Europe GmbH (EUTOP),,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",180001,190000,01/21,12/21,1,10,Urs Hagen,,,,EU 40 asbl,,"Bundesnotarkammer Körperschaft des öffentlichen Rechts,Wirtschaftsprüferkammer Körperschaft des öffentlichen Rechts,Alzchem Trostberg GmbH,Autobahn Tank & Rast Gruppe GmbH & Co. KG,Bayer AG,BayWa Aktiengesellschaft,Burda Gesellschaft mit beschränkter Haftung ,CAPHENIA GmbH,Covestro Deutschland AG,Deutsche Post AG,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,EDEKA Zentrale Stiftung & Co. KG,EUTOP Brussels SRL (EUTOP),EUTOP International GmbH (EUTOP),Huawei Technologies Deutschland GmbH,Infineon Technologies AG,KRAIBURG Relastec GmbH & Co.KG,Krauss-Maffei Wegmann GmbH & Co. KG,Microsoft Deutschland GmbH,ProSiebenSat.1 Media SE,REGUPOL BSW GmbH,SGT Ultimate BidCo,Tengelmann Warenhandelsgesellschaft KG,Versicherungskammer Bayern Versicherungsanstalt des öffentlichen Rechts,Zentralverband Oberflächentechnik e.V.,Amadeus IT Group, SA,Ferrero Deutschland GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002290,2022-02-28,,Changing Cities e.V.,Changing Cities e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,"Girina Holland,Ragnhild Sørensen",,9,2022-01-13,"Klima-Allianz Deutschland,Allianz Rechtssicherheit für politische Willensbildung,Verbund Service Fahrrad",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-20,R002289,2022-02-28,,EUTOP International GmbH (EUTOP),EUTOP International GmbH (EUTOP),,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",2210001,2220000,01/21,12/21,11,20,"Federico Brovelli,Daniel Kewitz,Klemens Joos,Marie Peffenköver,Hannah Schneider,Walter Tombrock,Benedict Van Hülsen,Maximilian Wahmann,Clarissa Warsberg,Jens Wendel-Carl,Patrick Wicke",,,,"Institut der Regionen Europas,Wirtschaftsrat der CDU e.V.,Wirtschaftsforum der SPD e.V.,Wirtschaftsbeirat der Union Bayern e.V.",,"Bayerische Motoren Werke Aktiengesellschaft ,Deutsche Telekom AG,DocMorris N.V.,EUTOP Brussels SRL (EUTOP),EUTOP Europe GmbH (EUTOP),Gate Gourmet Switzerland GmbH,PAYBACK GmbH,Südzucker AG,TÜV SÜD AG,Vertex Pharmaceuticals (Germany) GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-17,R002288,2022-02-28,2022-08-17,Deutscher Mieterbund e.V. (DMB),Deutscher Mieterbund e.V. (DMB),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",100001,110000,01/21,12/21,1,10,"Melanie Weber-Moritz,Jutta Hartmann,Franz Michel,Stefan Bentrop",,15,2022-02-01,"Wirtschaftshistorischer Verein zu Köln e.V.,Förderverein Bundesstiftung Baukultur e.V.,HochwasserKompetenzCentrum e.V.,Gesellschaft der Freunde und Förderer des InWIS e.V.,Verein zur Förderung der Nachhaltigkeit im Wohnungsbau e.V.,Deutsche Entwicklungshilfe für soziales Wohnungs- und Siedlungswesen e.V.,Deutscher Verband für Wohnungswesen, Städtebau und Raumordnung e.V.,International Union of Tenants (IUT),Bundesarbeitsgemeinschaft Wohnungslosenhilfe e.V.,Verbraucherzentrale Bundesverband e.V.,Deutscher Mietgerichtstag e.V.,Deutscher Verein für öffentliche und private Fürsorge e.V.,Klima-Allianz Deutschland e.V.,Gesellschaft zur Förderung der Forschung auf dem Gebiet des Siedlungs- und Wohnungswesens e.V.,Förderverein der Wohnungslosenhilfe Berlin e.V.,Kompetenzzentrum Großsiedlungen e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-30,R002287,2022-02-28,2022-06-30,Bund für Umwelt und Naturschutz Deutschland e.V. (BUND),Bund für Umwelt und Naturschutz Deutschland e.V. (BUND),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",830001,840000,01/21,12/21,41,50,"Antje von Broock,Manuel Fernandéz Fueyo,Friederike Hildebrandt,Benedikt Jacobs,Ulrike Kallee,Janine Korduan,Janna Kuhlmann,Rolf Buschmann,Christiane Bohn,Toni Rumpf,Friederike Scholz,Sascha Maier,Katrin Wenz,Afra Heil,Daniela Wannemacher,Matthias Meißner,Magnus Wessel,Christian Rehmer,Corinna Hölzel,Arne Fellermann,Oliver Powalla,Jens Hilgenberg,Lia Polotzek,Irmela Benz Colaço,Angela Wolff,Caroline Gebauer,Martina Löw,Katrin Müller-Thalheim,Thorben Becker,Jan Warode,Susann Scherbarth,Kerstin Meyer,Ceren Yildiz,Nicola Uhde,Luise Körner,Rubén Kaiser,Marion Hasper",,492727,2021-12-31,"AgrarBündnis e.V.,Allianz ""Rechtssicherheit für politische Willensbildung"" e.V.,Bundesnetzwerk Bürgerschaftliches Engagement (BBE),Bureau European de l´Environnement (EEB),Coalition Clean Baltic (CCB),CorA-Corporate Accountability (Netzwerk für Unternehmensverantwortung) c/o Germanwatch,Deutscher Naturschutzring (DNR),European Environmental Citizens Organization for Standardisation (ECOS),Fachagentur Windenergie an Land,Forum Umwelt und Entwicklung,Klima-Allianz Deutschland,Deutscher Bundesjugendring,natureplus e.V.,Initiative Lieferkettengesetz,Netzwerk Gerechter Welthandel,Treaty Alliance Deutschland",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-20,R002286,2022-02-28,,EUTOP Berlin GmbH (EUTOP),EUTOP Berlin GmbH (EUTOP),,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",430001,440000,01/21,12/21,21,30,"Linda Bildau,Tim Bremmer,Michael Bruske,Hubertus Droste,Maximiliano Foncillas,Lorenz Heimerl,Corinna Holst,Lars Holzhäuser,Sara-Ida Kaiser,Julia Klohs,Theresa Pachner,Lukas Rietig,Michael Schaaff,Matthias Schenk,Nike Schneider,Karen Sticht,Alina Thieme,Lena Wiehe,Steffen Bartsch,Helen Meyer,Lukas Piller,Malte Reinhardt",,,,"de'ge'pol - Deutsche Gesellschaft für Politikberatung e.V.,Europäische Bewegung Deutschland e.V.",,"EUTOP Brussels SRL (EUTOP),EUTOP Europe GmbH (EUTOP),EUTOP International GmbH (EUTOP)",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002285,2022-02-28,,Sepsis-Stiftung,Sepsis-Stiftung,,Rechtsfähige Stiftung bürgerlichen Rechts,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",60001,70000,01/21,12/21,1,10,"Ilona Köster-Steinebach,Roman Marek",,,,"Global Sepsis Alliance,Aktionsbündnis Patientensicherheit,Deutsche Sepsis-Hilfe,Bundesverband Deutscher Stiftungen e.V.",,,
